品牌名稱,商品名稱,網址,商品定價,星星評分,全球評分數量,太小,有點小,尺寸正確,有點大,太大,大小選項,顏色選項,商品描述,產品資訊,全球排名,留言網址
MCEDAR,MCEDAR 男款 休閒 夏威夷衫 短袖 Aloha 花朵印花 排扣 復古 夏季 海灘 度假襯衫,https://www.amazon.com/-/zh_TW/sspa/click?ie=UTF8&spc=MTo1Mzg0MjQ1MTYxNTI3MzAzOjE2NjAwMDc5Njk6c3BfbXRmOjIwMDA2NzM3ODU4ODg5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FMCEDAR-%25E5%25A4%258F%25E5%25A8%2581%25E5%25A4%25B7%25E8%25A1%25AB-Aloha-%25E8%258A%25B1%25E6%259C%25B5%25E5%258D%25B0%25E8%258A%25B1-%25E5%25BA%25A6%25E5%2581%2587%25E8%25A5%25AF%25E8%25A1%25AB%2Fdp%2FB09CYNRMF9%2Fref%3Dsr_1_15_sspa%3Fkeywords%3Dfloral%2Bshirt%26qid%3D1660007969%26sr%3D8-15-spons%26psc%3D1,23.99,4.3,234,13,12,88,2,0,"['Small', 'Medium', 'Large', 'X-Large', 'XX-Large', '3X-Large', '4X-Large', '5X-Large']","['黑色火烈鳥 D2117', 'Blue Flamingo D2107', '藍葉 D2112', '藍色 紅色 21051', '棕色葉子 D119001', '灰白花 #5', 'Green Flower D2102', '棕色上的綠色#6', '海軍藍 D2103', '橙花#4', '紫色火烈鳥 D2108', 'Red Bottom D119002', '黑色紅花#7', '白色火烈鳥 D2101', '黑色上的白花 #8', '白葉 D2104', '黃葉 D2105', 'Black Pineapple D2106', '深棕色 21050', '白葉藍花 #3', '綠葉白花 #1', '深綠色#2']","第一個有效日期 : 六月 8, 2021
ASIN : B096TSGPD1",,"{'服裝，鞋子和珠寶': 47565, '男士休閒扣領襯衫': 420}",https://www.amazon.com/-/zh_TW/MCEDAR-%E5%A4%8F%E5%A8%81%E5%A4%B7%E8%A1%AB-Aloha-%E8%8A%B1%E6%9C%B5%E5%8D%B0%E8%8A%B1-%E5%BA%A6%E5%81%87%E8%A5%AF%E8%A1%AB/product-reviews/B09CYNRMF9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
沒有牌子,APTRO 男款休閒夏威夷襯衫 4 向彈力熱帶海灘襯衫,https://www.amazon.com/-/zh_TW/sspa/click?ie=UTF8&spc=MTo1Mzg0MjQ1MTYxNTI3MzAzOjE2NjAwMDc5Njk6c3BfbXRmOjIwMDA2Nzk4NDI0Nzg3MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FAPTRO-%25E7%2594%25B7%25E6%25AC%25BE%25E4%25BC%2591%25E9%2596%2592%25E5%25A4%258F%25E5%25A8%2581%25E5%25A4%25B7%25E8%25A5%25AF%25E8%25A1%25AB-%25E5%2590%2591%25E5%25BD%2588%25E5%258A%259B%25E7%2586%25B1%25E5%25B8%25B6%25E6%25B5%25B7%25E7%2581%2598%25E8%25A5%25AF%25E8%25A1%25AB-027-Large%2Fdp%2FB07GF79NK9%2Fref%3Dsr_1_16_sspa%3Fkeywords%3Dfloral%2Bshirt%26qid%3D1660007969%26sr%3D8-16-spons%26psc%3D1,之前是:.23.99 詳細內容..20.00.您節省：.3.99 (17%),4.4,3118,36,24,336,30,20,"['Small', 'Medium', 'Large', '1X', '2X', '3X', '4X', '5X']","['#-Palm Tree', '024-monstera', '025 Floral-orange', '026 Palm Grey', 'Ink Blue', '#-Shark Purple', '019-hula', 'Flamingo-#cream Green', 'Pineapple Pink', 'Pineapple White', '027 Doughnuts', 'Flamingo-blue', 'Flamingo-pink', 'Gradient-leaf', 'Hula-blue', 'Hw032-monstera-leaf', 'Pineapple Navy', '#Hw018 Floral-red', '013-funny Octopus', 'Hw035-black']","部門 : 男
第一個有效日期 : 11 月 1, 2017
ASIN : B08P48DVLQ",,"{'服裝，鞋子和珠寶': 2028, '男士休閒扣領襯衫': 27}",https://www.amazon.com/-/zh_TW/APTRO-%E7%94%B7%E6%AC%BE%E4%BC%91%E9%96%92%E5%A4%8F%E5%A8%81%E5%A4%B7%E8%A5%AF%E8%A1%AB-%E5%90%91%E5%BD%88%E5%8A%9B%E7%86%B1%E5%B8%B6%E6%B5%B7%E7%81%98%E8%A5%AF%E8%A1%AB-027-Large/product-reviews/B07GF79NK9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
SweatyRocks,SweatyRocks 女款 夏季 短袖 露臍上衣 T 恤 前綁帶 襯衫 上衣,https://www.amazon.com/-/zh_TW/SweatyRocks-%E5%A5%B3%E6%AC%BE-%E9%9C%B2%E8%87%8D%E4%B8%8A%E8%A1%A3-%E5%89%8D%E7%B6%81%E5%B8%B6-Medium/dp/B073RFR6WW/ref=sr_1_17?keywords=floral+shirt&qid=1660007969&sr=8-17,20.99,4.2,1566,46,26,215,60,25,"['X-Small', 'Small', 'Medium', 'Large', 'X-Large']","['#白色', '黑色花卉', '勃艮第花卉', '駱駝花卉', '粉塵花卉。', '紮染', '#2 白色', '綠色花卉', '多黑白色#2']","Is Discontinued By Manufacturer : 否
包裹尺寸 : 9.61 x 6.18 x 0.91 英吋; 1.59 盎司
項目型號 : BLL170605405-XS
部門 : 女
第一個有效日期 : 12 月 14, 2018
ASIN : B07LC755T9",,"{'服裝，鞋子和珠寶': 49560, '上衫和下領襯衫\n': 1053, '女裝針織上衣與 T 桖': 1114}",https://www.amazon.com/-/zh_TW/SweatyRocks-%E5%A5%B3%E6%AC%BE-%E5%A4%8F%E5%AD%A3-%E9%9C%B2%E8%87%8D%E4%B8%8A%E8%A1%A3-%E5%89%8D%E7%B6%81%E5%B8%B6/product-reviews/B072MDZ1WS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
TUNEVUSE,TUNEVUSE 男款 花卉 洋裝 襯衫 長袖 休閒 排扣 花卉印花 襯衫 100% 純棉,https://www.amazon.com/-/zh_TW/TUNEVUSE-%E7%94%B7%E6%AC%BE-%E8%8A%B1%E5%8D%89%E5%8D%B0%E8%8A%B1-100-Large/dp/B07N5M4NHQ/ref=sr_1_18?keywords=floral+shirt&qid=1660007969&sr=8-18,26.47,4.4,3602,59,60,491,43,19,"['Small', 'Medium', 'Large', 'X-Large', 'XX-Large', '3X-Large']","['Beige', 'Black', 'C100', 'C180', 'C230', 'C330', 'C400green', 'C400purple', 'C400red', 'C50', 'C70', 'Pink', 'C270', 'C300', 'Camouflage Print', 'Orange', 'C310black', 'C420navy Blue', 'C170', 'C150', 'C320']","產品尺寸 : 15.75 x 11.02 x 0.79 英吋; 5.93 盎司
項目型號 : TUC20
部門 : 男
第一個有效日期 : 1 月 27, 2019
ASIN : B07N5J79JR",,"{'服裝，鞋子和珠寶': 14947, '男士休閒扣領襯衫': 167}",https://www.amazon.com/-/zh_TW/TUNEVUSE-%E7%94%B7%E6%AC%BE-%E8%8A%B1%E5%8D%89-%E8%8A%B1%E5%8D%89%E5%8D%B0%E8%8A%B1-100/product-reviews/B09LC5F611/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
沒有牌子,APTRO 男款 4 向彈力夏威夷襯衫 熱帶海灘襯衫,https://www.amazon.com/-/zh_TW/APTRO-%E5%90%91%E5%BD%88%E5%8A%9B%E5%A4%8F%E5%A8%81%E5%A4%B7%E8%A5%AF%E8%A1%AB-%E7%86%B1%E5%B8%B6%E6%B5%B7%E7%81%98%E8%A5%AF%E8%A1%AB-%E7%81%AB%E9%B6%B4%E7%B6%A0-Medium/dp/B076Z6FB43/ref=sr_1_19?keywords=floral+shirt&qid=1660007969&sr=8-19,17.99,4.4,2017,24,24,265,18,8,"['Small', 'Medium', 'Large', '1X', '2X', '3X', '4X', '5X']","['#Flamingo-green', '#Hw024-monstera Black', 'Stripes-ink Blue', 'A12-palm', 'A13 Palm- #066', 'A14 Palm-pink', 'Pineapple#blue', '#Tie Dye Pink', 'Palm-blue-f058', 'Pineapple Yellow', 'Hibiscus Painting', 'Navy-floral', 'Palm Tree', 'Palm-pink #053', 'Parrot Blue', '#Hw025-gradient Blue', 'Flamingo-white', 'Floral- #074', '#96 Palm-white']","包裹尺寸 : 6.5 x 6.18 x 2.01 英吋; 6.38 盎司
部門 : 男
第一個有效日期 : 12 月 24, 2020
ASIN : B08R8H75TP",,"{'服裝，鞋子和珠寶': 2738, '男士休閒扣領襯衫': 36}",https://www.amazon.com/-/zh_TW/APTRO-%E7%94%B7%E6%AC%BE-4-%E5%90%91%E5%BD%88%E5%8A%9B%E5%A4%8F%E5%A8%81%E5%A4%B7%E8%A5%AF%E8%A1%AB-%E7%86%B1%E5%B8%B6%E6%B5%B7%E7%81%98%E8%A5%AF%E8%A1%AB/product-reviews/B09QPJ15K6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
SSLR,SSLR 男款 夏威夷 襯衫 休閒 排扣 襯衫 短袖 夏威夷衫 男款,https://www.amazon.com/-/zh_TW/SSLR-%E7%94%B7%E6%AC%BE-%E5%A4%8F%E5%A8%81%E5%A4%B7-%E8%A5%AF%E8%A1%AB-%E5%A4%8F%E5%A8%81%E5%A4%B7%E8%A1%AB/dp/B01AJAYVXC/ref=sr_1_20?keywords=floral+shirt&qid=1660007969&sr=8-20,26.9,4.5,6178,277,430,"1,940",160,82,"['Small', 'Medium', 'Large', 'X-Large', 'XX-Large', '3X-Large', '4X-Large', '5X-Large', '6X-Large']","['Red Hibiscus', 'Orange (168-374)', 'White Blue Green', 'Black (168-371)', 'Black White (168-376)', 'Forest Green (168-370)', 'Green (168-365)', 'Green (168-382)', 'Green Red', 'Green White (168-375)', 'Navy(102)', 'Navy(285)', 'Pink Green', 'Red Black', 'Red Green', 'White Blue', 'White Green (168-359)', 'Black (168-280)', 'Green (168-358)', 'White Red (168-161)', 'Yellow White (168-325)', 'Black (168-288)', 'Blue (168-372)', 'Blue Hibiscus', 'Navy (168-229)', 'Pink (168-169)', 'Black(297)', 'Dark Blue (168-360)', 'Deep Purple (168-381)', 'Green', 'Navy (168-222)', 'Black (168-181)', 'Black (168-209)', 'Black (168-231)', 'Black (168-286)', 'Blue Pink (168-317)', 'Dark Blue', 'Plant Green', 'Black(298)', 'Blue White (168-364)', 'Pink Hibiscus', 'White Black Yellow (168-319)', 'White(168-97)']","Is Discontinued By Manufacturer : 否
包裹尺寸 : 13.43 x 10.24 x 0.79 英吋; 5.29 盎司
項目型號 : SN-SS-AFD168-59-RS
部門 : 男
第一個有效日期 : 1 月 13, 2016
ASIN : B01AJAYVXM",,"{'服裝，鞋子和珠寶': 11031, '男士休閒扣領襯衫': 128}",https://www.amazon.com/-/zh_TW/SSLR-%E7%94%B7%E6%AC%BE-%E5%A4%8F%E5%A8%81%E5%A4%B7-%E8%A5%AF%E8%A1%AB-%E5%A4%8F%E5%A8%81%E5%A4%B7%E8%A1%AB/product-reviews/B0B15FRF38/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
SheIn,SheIn 女款短袖方領 Ditsy 花卉羅紋針織上衣,https://www.amazon.com/-/zh_TW/SheIn-%E5%A5%B3%E6%AC%BE%E7%9F%AD%E8%A2%96%E6%96%B9%E9%A0%98-Ditsy-%E8%8A%B1%E5%8D%89%E7%BE%85%E7%B4%8B%E9%87%9D%E7%B9%94%E4%B8%8A%E8%A1%A3-%E7%99%BD%E8%89%B2/dp/B08ZSQLB55/ref=sr_1_21?keywords=floral+shirt&qid=1660007969&sr=8-21,.17.99,4.2,63,1,1,6,0,0,"['X-Small', 'Small', 'Medium', 'Large', 'X-Large']","['白色', '白紅色']","產品尺寸 : 14 x 10.5 x 0.5 英吋; 3.67 盎司
項目型號 : S11-swtee07210112913-XS
部門 : Womens
第一個有效日期 : 3 月 23, 2021
ASIN : B08ZSQKYB5",,"{'服裝，鞋子和珠寶': 167636, '女裝針織上衣與 T 桖': 3273}",https://www.amazon.com/-/zh_TW/SheIn-%E5%A5%B3%E6%AC%BE%E7%9F%AD%E8%A2%96%E6%96%B9%E9%A0%98-Ditsy-%E8%8A%B1%E5%8D%89%E7%BE%85%E7%B4%8B%E9%87%9D%E7%B9%94%E4%B8%8A%E8%A1%A3/product-reviews/B08ZST3R14/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
沒有牌子,luvamia 女款 V 領上衣 七分袖 綁帶 花卉 襯衫 鈕扣襯衫,https://www.amazon.com/-/zh_TW/luvamia-%E5%A5%B3%E6%AC%BE-%E9%A0%98%E4%B8%8A%E8%A1%A3-%E8%8D%B7%E8%91%89%E9%82%8A-%E4%B8%83%E5%88%86%E8%A2%96/dp/B0828QR4HC/ref=sr_1_22?keywords=floral+shirt&qid=1660007969&sr=8-22,22.47,4.2,7276,36,48,610,100,88,"['Small', 'Medium', 'Large', 'X-Large', 'XX-Large']","['Apricot', 'B Orange', 'Blue', 'Blue #022', 'Brown Leopard Print', 'Floral Print - Pageant Blue', 'Floral Print Black', 'Floral Print Blue Topaz', 'Leopard Print', 'Leopard White 301', 'Tye Dye Blue', 'Yellow', 'Blue #05', 'Daisy Print - Blue', 'Multi']","包裹尺寸 : 12.5 x 10.5 x 0.31 英吋; 6.38 盎司
項目型號 : LV-2E-WT-2311_AOA-S
部門 : Womens
第一個有效日期 : 12 月 3, 2019
ASIN : B0828R89YV",,"{'服裝，鞋子和珠寶': 24716, '上衫和下領襯衫': 575}",https://www.amazon.com/-/zh_TW/luvamia-%E5%A5%B3%E6%AC%BE-%E9%A0%98%E4%B8%8A%E8%A1%A3-%E4%B8%83%E5%88%86%E8%A2%96-%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB/product-reviews/B09TLD5MYZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
VATPAVE,VATPAVE 男款前口袋夏威夷襯衫 休閒短袖扣領海灘襯衫,https://www.amazon.com/-/zh_TW/VATPAVE-%E7%94%B7%E6%AC%BE%E5%89%8D%E5%8F%A3%E8%A2%8B%E5%A4%8F%E5%A8%81%E5%A4%B7%E8%A5%AF%E8%A1%AB-%E4%BC%91%E9%96%92%E7%9F%AD%E8%A2%96%E6%89%A3%E9%A0%98%E6%B5%B7%E7%81%98%E8%A5%AF%E8%A1%AB-%E7%B6%A0%E8%91%89-X-Large/dp/B09173V1SB/ref=sr_1_23?keywords=floral+shirt&qid=1660007969&sr=8-23,.25.99,4.2,2073,64,43,241,17,4,"['Small', 'Medium', 'Large', 'X-Large', 'XX-Large', '3X-Large']","['綠葉', '淺藍色', '多色', '海軍藍', '橘色', '黃色', '海軍船', '淺藍色葉子', '天藍色']","產品尺寸 : 7.48 x 6.69 x 0.08 英吋; 5.61 盎司
項目型號 : SC24_Green Leaves_S
部門 : 男
第一個有效日期 : 3 月 27, 2021
製造商 : VATPAVE
ASIN : B09172MH7P",,"{'服裝，鞋子和珠寶': 4370, '男士休閒扣領襯衫': 52}",https://www.amazon.com/-/zh_TW/VATPAVE-%E7%94%B7%E6%AC%BE%E5%89%8D%E5%8F%A3%E8%A2%8B%E5%A4%8F%E5%A8%81%E5%A4%B7%E8%A5%AF%E8%A1%AB-%E4%BC%91%E9%96%92%E7%9F%AD%E8%A2%96%E6%89%A3%E9%A0%98%E6%B5%B7%E7%81%98%E8%A5%AF%E8%A1%AB/product-reviews/B09172LKQB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
TUNEVUSE,TUNEVUSE 男款花朵襯衫 短袖 休閒 花卉印花 排扣 夏威夷襯衫 100% 純棉,https://www.amazon.com/-/zh_TW/TUNEVUSE-%E7%94%B7%E6%AC%BE%E8%8A%B1%E6%9C%B5%E8%A5%AF%E8%A1%AB-%E8%8A%B1%E5%8D%89%E5%8D%B0%E8%8A%B1-%E5%A4%8F%E5%A8%81%E5%A4%B7%E8%A5%AF%E8%A1%AB-Medium/dp/B083K9BHXS/ref=sr_1_24?keywords=floral+shirt&qid=1660007969&sr=8-24,.23.99,4.5,1289,30,33,165,8,12,"['Small', 'Medium', 'Large', 'X-Large', 'XX-Large', '3X-Large']","['Black', 'Blue270', 'Gray Blue', 'Green250', 'Navy', 'Pink', 'Pink Floral', 'Purple', 'Purple280', 'White 150', 'White Orange200', 'Banana Print', 'Dark Blue160', 'Parrot Print', 'Yellow Floral', 'Navy260', 'Orange']","產品尺寸 : 15.75 x 11.02 x 0.79 英吋; 5.93 盎司
項目型號 : Classic
部門 : 男
第一個有效日期 : 1 月 7, 2020
ASIN : B083K9YXYR",,"{'服裝，鞋子和珠寶': 22917, '男士休閒扣領襯衫': 245}",https://www.amazon.com/-/zh_TW/TUNEVUSE-%E7%94%B7%E6%AC%BE%E8%8A%B1%E6%9C%B5%E8%A5%AF%E8%A1%AB-%E8%8A%B1%E5%8D%89%E5%8D%B0%E8%8A%B1-%E5%A4%8F%E5%A8%81%E5%A4%B7%E8%A5%AF%E8%A1%AB-100/product-reviews/B083KBD7BZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
Jescakoo,Jescakoo 女款 V 領背心 休閒 無袖 襯衫 寬鬆,https://www.amazon.com/-/zh_TW/Jescakoo-%E9%A0%98%E5%A5%B3%E6%AC%BE%E5%9D%A6%E5%85%8B%E8%83%8C%E5%BF%83-%E4%BC%91%E9%96%92-05-%E8%93%AE%E8%8A%B1-X-Large/dp/B07T5KGGR3/ref=sr_1_25?keywords=floral+shirt&qid=1660007969&smid=AT8H2HDCH3F8M&sr=8-25,16.915,4.1,9944,81,92,692,68,43,"['Small', 'Medium', 'Large', 'X-Large', 'XX-Large', '3X-Large']","['00-黑色', '00-白色', '01-海軍藍', '02-藍色', '02-珊瑚色', '02-深粉紅色', '02-綠色', '02-灰色', '02-湖藍色', '02-湖綠色', '05-黑玫瑰', '05 - 雛菊', '05-蓮花', '06 色葡萄酒', '01-葡萄酒', '06-漸變綠色', '06 色灰色', '02-藍色 2', '03-黑色條紋', '03-白色條紋', '04-豹 02', '05-藍色花卉', '06 色珊瑚色', '04-豹紋 01', '05-a-clover', '8 面開衩-黑色', '8 面開叉白色條紋']","包裹尺寸 : 13.23 x 11.97 x 1.34 英吋; 4.16 盎司
項目型號 : WTK1036CSA0012U0401
部門 : 女
第一個有效日期 : 1 月 13, 2022
ASIN : B09N99GFLK",,"{'服裝，鞋子和珠寶': 1500, '女性吊帶背心與背心': 37}",https://www.amazon.com/-/zh_TW/Jescakoo-%E5%A5%B3%E6%AC%BE-%E9%A0%98%E8%83%8C%E5%BF%83-%E4%BC%91%E9%96%92-%E7%84%A1%E8%A2%96/product-reviews/B09M8Q9P7L/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
沒有牌子,Amazon Essentials 男款 Regular-Fit 短袖府綢襯衫,https://www.amazon.com/-/zh_TW/Amazon-Essentials-%E7%94%B7%E6%AC%BE%E7%9F%AD%E8%A2%96%E4%B8%80%E8%88%AC%E5%90%88%E8%BA%AB%E4%BC%91%E9%96%92%E5%BA%9C%E7%B6%A2%E8%A5%AF%E8%A1%AB-%E7%B4%85%E8%89%B2-%E8%97%8D%E8%89%B2%E5%A4%A7%E8%8A%B1%E6%9C%B5/dp/B07XD2KZHC/ref=sr_1_26?keywords=floral+shirt&qid=1660007969&sr=8-26,15.925,4.5,13693,116,105,"1,141",99,53,"['X-Small', 'Small', 'Medium', 'Large', 'X-Large', 'XX-Large']","['Aqua Blue, Checked', 'Aqua Blue, Floral/Leaf Print', 'Aqua Blue, Gingham', 'Black/White, Floral', 'Blue, Buffalo Check', 'Blue, Chambray/Leaf Print', 'Blue, Gingham', 'Blue, Stripe', 'Blue, Vertical Stripe', 'Blue/Grey', 'Blue/Orange, Checked', 'Blue/Orange, Plaid', 'Blue/White, Stripe', 'Burgundy', 'Coral Orange/White, Dots', 'Crab', 'Dark Grey', 'Denim, Large Plaid', 'Floral', 'Grey/Black, Plaid', 'Navy, Floral', 'Navy, Gradient Stripes', 'Navy, Medium Plaid', 'Navy, Plaid', 'Navy, Stripe', 'Navy, Windowpane', 'Olive', 'Pink, Gradient/Plaid', 'Red, Chambray/Leaf Print', 'Red/Blue, Floral', 'Stripe/Palm Leaf', 'Tan', 'Teal Blue, Floral', 'Teal Blue/Navy, Large Plaid', 'Washed Red, Roses', 'Washed Red, Windowpane', 'Washed Red/Blue, Plaid', 'White/Blue, Plaid', 'White/Navy, Large Plaid', 'Blue, Plaid', 'Red/Blue, Plaid', 'Medium Blue', 'Light Blue', 'Grey', 'Rinsed']","包裹尺寸 : 13.11 x 8.98 x 1.14 英吋; 6.07 盎司
項目型號 : S17AE30001
部門 : 男
第一個有效日期 : 九月 12, 2019
製造商 : Amazon Essentials
ASIN : B07XF53R31","Amazon Essentials is focused on creating affordable, high-quality, and long-lasting everyday clothing you can rely on. Our line of men’s must-haves includes polo shirts, chino pants, classic-fit shorts, casual button-downs, and crew-neck tees. Our consistent sizing takes the guesswork out of shopping, and each piece is put to the test to maintain the highest standards in quality and comfort.","{'服裝，鞋子和珠寶': 526, '男士休閒扣領襯衫': 6}",https://www.amazon.com/-/zh_TW/Amazon-Essentials-%E7%94%B7%E6%AC%BE-Regular-Fit-%E7%9F%AD%E8%A2%96%E5%BA%9C%E7%B6%A2%E8%A5%AF%E8%A1%AB/product-reviews/B08M9VZKM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
QZH.DUAO,Emaor 男款時尚花卉長袖襯衫和短袖襯衫,https://www.amazon.com/-/zh_TW/QZH-DUAO-%E5%B9%B4%E4%BB%A3%E8%BF%AA%E6%96%AF%E5%8F%AF%E8%A5%AF%E8%A1%AB-%E4%BD%A9%E6%96%AF%E5%88%A9%E8%8A%B1%E7%B4%8B-056-Large/dp/B07X2XGGXY/ref=sr_1_27?keywords=floral+shirt&qid=1660007969&sr=8-27,19.49,4.3,3895,56,56,382,37,70,"['4-5t', '5-6 歲', '8-9 Years', '9-10 Years', '10-11 Years', '11-12 Years', 'Small', 'Medium', 'Large', 'X-Large', 'XX-Large', '3X-Large', '4X-Large']","['Tc 36', 'Tc 116', 'Cs 056', 'Cs 058', 'Cs 105', 'Cs 12', 'Cs 22a', 'Cs 23a', 'Cs 24a', 'Cs 30a', 'Cs 31a', 'Cs 57', 'Cs 8', 'Pc 002', 'Pc 003', 'Pc 004', 'Pc 005', 'Pc 006', 'Pc 007', 'Pd 001', 'Pd 002', 'Pd 003', 'Pd 004', 'Tc 117', 'Tc 118', 'Tc 120', 'Tc 121', 'Tc 19', 'Tc 20', 'Zr Orange', 'Cs 25a', 'Cs 72', 'Tc 01', 'Tc 02', 'Tc 03', 'Tc 05', 'Tc 09', 'Tc 119', 'Zr Grey', 'Cs 32a', 'Pc 001', 'Cs 40', 'Cs 52a', 'Cs 45a', 'Cs 48a']","包裹尺寸 : 8.3 x 5.4 x 2.4 英吋; 10.41 盎司
項目型號 : Casual
部門 : 男
第一個有效日期 : 7 月 6, 2021
ASIN : B098QG5P4F",,"{'服裝，鞋子和珠寶': 8537, '男士休閒扣領襯衫': 97}",https://www.amazon.com/-/zh_TW/Emaor-%E7%94%B7%E6%AC%BE%E6%99%82%E5%B0%9A%E8%8A%B1%E5%8D%89%E9%95%B7%E8%A2%96%E8%A5%AF%E8%A1%AB%E5%92%8C%E7%9F%AD%E8%A2%96%E8%A5%AF%E8%A1%AB/product-reviews/B07VDX433K/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
SweatyRocks,SweatyRocks Women's Casual Round Neck Floral Print T Shirt Short Sleeve Summer Graphic Tee Tops,https://www.amazon.com/-/zh_TW/swTSA2110236960182564-S/dp/B09MF7KT8G/ref=sr_1_28?keywords=floral+shirt&qid=1660007969&sr=8-28,16.49,3.2,17,4,0,1,1,0,"['Small', 'Medium', 'Large']","['Black Pink', 'Black and White', 'Orange and White', 'Pink', 'White']","產品尺寸 : 14 x 10.5 x 0.5 英吋; 4.48 盎司
項目型號 : swTSA2202224223813453-S
部門 : Womens
第一個有效日期 : 3 月 29, 2022
ASIN : B09WR6WBY9",,"{'服裝，鞋子和珠寶': 437055, '女裝針織上衣與 T 桖': 6898}",https://www.amazon.com/-/zh_TW/product-reviews/B09MF7WWJJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
MCEDAR,MCEDAR 男款休閒短袖鈕扣復古夏季夏威夷海灘度假襯衫(尺寸 S-5XL 號和高號),https://www.amazon.com/-/zh_TW/sspa/click?ie=UTF8&spc=MTo1Mzg0MjQ1MTYxNTI3MzAzOjE2NjAwMDc5Njk6c3BfbXRmOjIwMDA2NDM3MDQ1NDM0MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FMCEDAR-%25E7%2594%25B7%25E6%25AC%25BE%25E4%25BC%2591%25E9%2596%2592%25E7%259F%25AD%25E8%25A2%2596%25E9%2588%2595%25E6%2589%25A3%25E5%25BE%25A9%25E5%258F%25A4%25E5%25A4%258F%25E5%25AD%25A3%25E5%25A4%258F%25E5%25A8%2581%25E5%25A4%25B7%25E6%25B5%25B7%25E7%2581%2598%25E5%25BA%25A6%25E5%2581%2587%25E8%25A5%25AF%25E8%25A1%25AB-S-5XL-21018-X-Large%2Fdp%2FB0921TF5MC%2Fref%3Dsr_1_29_sspa%3Fkeywords%3Dfloral%2Bshirt%26qid%3D1660007969%26sr%3D8-29-spons%26psc%3D1,23.99,4.1,1940,83,42,271,16,20,"['Small', 'Medium', 'Large', 'X-Large', 'XX-Large', '3X-Large', '4X-Large', '5X-Large']","['黑色幾何 3636507', '黑色圖案 3636504', '黑白 21013', '黑白紅 3636509', '藍色棕色 21009', '藍色棕色 21018', '藍色腰果花 3636508', '藍綠色 21016', '藍色圖案 3636503', '藍色/白色 21005', '棕色條紋 3636502', '灰黑色 21010', '灰藍色 21022', '灰綠色 21024', '灰色條紋 3636501', 'Leaves Red 21021', '淺棕色 3636506', '海軍藍 3636505', '橘白色 3636510', '紫色畫框 3636511', '紅色 21012', '紅藍色 21006', '紅藍色 21014', '紅藍白色 21020', '條紋 21002', '紮染 21004', '黃色藍色 21007', '黃色藍色 21017', '深藍色 21001', '藍色 21003', '紅白色藍色 21008', '葉灰色 21019']","部門 : 男
第一個有效日期 : 3 月 6, 2021
ASIN : B08Y6FRJL7",,"{'服裝，鞋子和珠寶': 1633, '男士休閒扣領襯衫': 22}",https://www.amazon.com/-/zh_TW/MCEDAR-%E7%94%B7%E6%AC%BE%E4%BC%91%E9%96%92%E7%9F%AD%E8%A2%96%E9%88%95%E6%89%A3%E5%BE%A9%E5%8F%A4%E5%A4%8F%E5%AD%A3%E5%A4%8F%E5%A8%81%E5%A4%B7%E6%B5%B7%E7%81%98%E5%BA%A6%E5%81%87%E8%A5%AF%E8%A1%AB-S-5XL-21018-X-Large/product-reviews/B0921TF5MC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
